SessionEntryID,SessionID,SessionEntryiRacingID,EntryName,IsTeam,CarID,FinishPosInClass,StartPositionInClass,ClassID,EntryIncidents,GapToLeader,LapsCompleted,FinalLapFinishTime,OverallFinishPos,OverallStartPos,StartPos,ReasonOut,ChampPoints
1099,24,-278802,WS Racing eSports #223,True,10,32,35,5,49,193 Laps,174,22633.5666,43,51,35,Disconnected,0
1096,24,-112505,QUASAR SIM RACING - HYDRA,True,11,29,36,5,32,149 Laps,218,27223.73,40,52,36,Disconnected,0
1065,24,-93998,Maniti Racing $IVRA LMDH,True,16,9,1,6,59,24 Laps,376,43565.441600000006,9,1,1,Running,0
1063,24,-278338,VELOCE,True,16,7,2,6,45,14 Laps,386,43540.828199999996,7,2,2,Running,0
1100,24,-207269,URANO eSports DATAGROUP,True,16,12,3,6,31,240 Laps,160,27688.2744,44,3,3,Running,0
1064,24,-80235,Alpinestars Geodesic Racing,True,16,8,4,6,70,15 Laps,385,43564.8322,8,4,4,Running,0
1107,24,-135394,Orion Race Team #46,True,16,16,5,6,4,355 Laps,45,6474.409,51,5,5,Disqualified,0
1104,24,-231696,P1 ESPORT,True,16,14,6,6,19,342 Laps,58,6975.0167,48,6,6,Disconnected,0
1101,24,-23557,Satellite Racing LMDh,True,16,13,7,6,16,311 Laps,89,15505.223,45,7,7,Disconnected,0
1057,24,-152878,SRC Mivano Corse LMDh,True,16,1,8,6,26,0 Laps,400,43523.6419,1,8,8,Running,0
1061,24,-182782,Puresims Esports $IVRA,True,16,5,9,6,45,8 Laps,392,43613.5927,5,9,9,Running,0
1106,24,-280685,ATRS eSports #13,True,16,15,10,6,12,354 Laps,46,5832.0499,50,10,10,Disconnected,0
1060,24,-83099,Team RSO #17,True,16,4,11,6,50,1 Laps,399,43532.6827,4,11,11,Running,0
1058,24,-237677,PRIVATE LABEL Team Hype $IVRA,True,16,2,12,6,48,51.34,400,43573.1535,2,12,12,Running,0
1062,24,-268704,Sim City Racing,True,16,6,13,6,33,10 Laps,390,43611.6023,6,13,13,Running,0
1083,24,-60020,GermanSimRacing #Blue,True,16,10,14,6,61,37 Laps,363,43522.7275,27,14,14,Running,0
1090,24,-179201,DeltaSport #99,True,16,11,15,6,50,40 Laps,360,43609.352600000006,34,15,15,Running,0
1059,24,-280585,Valkyrie Exype,True,16,3,16,6,44,77.3843,400,43601.0092,3,16,16,Running,0
1115,25,-262254,Deutsche Payment Black Dog,True,1,7,1,1,17,0.3263,46,6422.525799999999,7,0,0,Running,0
1120,25,-288974,Visceral Esports IVRA Clubsport #97,True,1,12,2,1,3,0.6391,9,6521.2905,12,0,0,Running,0
1121,25,-291238,Leipert eSports #92,True,1,13,3,1,67,0.6657,44,6664.3001,13,0,0,Running,0
1119,25,-280905,Visceral Esports IVRA Clubsport #96,True,1,11,4,1,12,0.598,17,8999.912400000001,11,0,0,Running,0
1117,25,-80235,Alpinestars Geodesic Racing,True,1,9,5,1,26,0.5294,16,8832.153699999999,9,0,0,Running,0
1125,25,-275996,Olympus eSports Ariane,True,1,17,6,1,11,1.3154,25,4893.8602,17,0,0,Running,0
1122,25,-127473,Hellracers Tershine,True,1,14,7,1,16,0.7012,52,6629.11,14,0,0,Running,0
1111,25,-286423,Kairos eSports,True,1,3,8,1,18,0.1993,34,6276.955599999999,3,0,0,Running,0
1113,25,-271827,WS Racing eSports #23,True,1,5,9,1,58,0.2164,43,6710.9358,5,0,0,Running,0
1118,25,-135362,Orion Race Team IVRA,True,1,10,10,1,30,0.5339,44,6461.2937999999995,10,0,0,Running,0
1123,25,-205823,RPC eSports,True,1,15,11,1,12,0.7048,17,5787.4726,15,0,0,Running,0
1116,25,-289695,Sabelt ESPORTS Pcup IVRA,True,1,8,12,1,31,0.4071,25,5704.634599999999,8,0,0,Running,0
1110,25,-201852,Maniti Racing $IVRA Cup,True,1,2,13,1,28,0.0011,42,6685.1389,2,0,0,Running,0
1114,25,-287083,ATRS eSports #914,True,1,6,14,1,34,0.2306,35,6730.3705,6,0,0,Running,0
1124,25,-269793,Sim City Racing II,True,1,16,15,1,14,1.2082,25,6496.575,16,0,0,Running,0
1109,25,-239238,Impulse Racing #15,True,1,1,16,1,8,33 Laps,19,5606.2559,1,0,0,Running,0
1126,25,-280685,ATRS eSports #13,True,1,18,17,1,25,1.4926,25,6577.1098,18,0,0,Running,0
1112,25,-183950,Orion Race Team,True,1,4,18,1,9,0.2099,14,6034.1473,4,0,0,Running,0
1127,25,-169831,TREQ eSports,True,1,19,19,1,8,1.7667,6,6643.4553000000005,19,0,0,Running,0
1137,25,-256339,Ingersoll Rand GT4,True,2,10,1,2,28,0.751,37,6927.0063,29,0,0,Running,0
1138,25,-31183,SRN Motorsports Black,True,2,11,2,2,32,0.7863,45,6710.6188999999995,30,0,0,Running,0
1142,25,-124248,Archer Brothers,True,5,15,3,2,57,1.1116,41,6478.461399999999,34,0,0,Running,0
1128,25,-92080,GermanSimRacing.de by ACV,True,4,1,4,2,31,4 Laps,41,6627.0592,20,0,0,Running,0
1135,25,-200736,Alpinestars Geodesic Racing EU,True,2,8,5,2,57,0.6977,43,6659.968,27,0,0,Running,0
1136,25,-54386,Team Heusinkveld #148,True,2,9,6,2,41,0.7398,42,6609.9485,28,0,0,Running,0
1130,25,-287037,Fiercely Forward,True,5,3,7,2,38,0.0617,39,6664.5107,22,0,0,Running,0
1146,25,-289052,Race Factory,True,2,19,8,2,1,2.8088,5,1647.2259,38,0,0,Running,0
1134,25,-80951,Torque Freak Racing TeamSpeak,True,2,7,9,2,37,0.6774,40,6677.6889,26,0,0,Running,0
1129,25,-289663,Impulse Racing #157 $GT4,True,2,2,10,2,33,0.0388,39,6470.8915,21,0,0,Running,0
1144,25,-149181,Sapphire Simsport Alpha,True,2,17,11,2,41,1.3198,38,6641.3912,36,0,0,Running,0
1145,25,-31182,SRN Motorsports Orange,True,3,18,12,2,12,1.8671,31,6127.8646,37,0,0,Running,0
1140,25,-178579,Eclipse Racing Team,True,2,13,13,2,8,0.8971,22,6513.3897,32,0,0,Running,0
1132,25,-81577,Alpinestars Geodesic Racing Black,True,3,5,14,2,13,0.4859,28,6620.479,24,0,0,Running,0
1139,25,-268704,Sim City Racing,True,2,12,15,2,16,0.8124,16,6883.3281,31,0,0,Running,0
1141,25,-59992,GermanSimRacing #Green,True,4,14,16,2,22,1.0102,20,6624.1511,33,0,0,Running,0
1133,25,-139445,Hugh Jass - Gold,True,3,6,17,2,17,0.615,24,6715.9612,25,0,0,Running,0
1143,25,-225287,Hugh Jass - Blue,True,2,16,18,2,14,1.2602,22,6653.2372,35,0,0,Running,0
1131,25,-262248,Deutsche Payment Interceptor,True,3,4,19,2,12,0.4789,12,6593.6569,23,0,0,Running,0
1160,25,-246175,Olympus eSports Proton,True,8,14,1,3,19,2.2617,25,6427.965999999999,52,0,0,Running,0
1153,25,-251935,Goryo Autosport,True,7,7,2,3,26,0.8968,31,5997.9315,45,0,0,Running,0
1152,25,-140023,Full Send Racing #285,True,6,6,3,3,24,0.7645,36,6548.3795,44,0,0,Running,0
1154,25,-289688,Brabham Esports CS,True,6,8,4,3,55,0.9288,44,6725.064899999999,46,0,0,Running,0
1159,25,-284527,Fiercely Forward TCR,True,6,13,5,3,22,1.4893,23,6569.7261,51,0,0,Running,0
1148,25,-289690,Brabham Esports CS Hissing Sid,True,6,2,6,3,33,0.0521,33,6596.4168,40,0,0,Running,0
1149,25,-193774,Impulse Racing #222,True,6,3,7,3,32,0.1014,45,6705.861000000001,41,0,0,Running,0
1147,25,-215050,Tedline By Impulse $267,True,6,1,8,3,32,12 Laps,33,5780.0231,39,0,0,Running,0
1151,25,-115095,Alpinestars Geodesic Racing Echelon,True,6,5,9,3,25,0.4696,36,6720.5590999999995,43,0,0,Running,0
1150,25,-220772,Impulse Racing #233,True,6,4,10,3,19,0.4133,30,5837.5429,42,0,0,Running,0
1156,25,-288978,Ingersoll Rand TCR,True,6,10,11,3,24,1.155,11,4390.3049,48,0,0,Running,0
1157,25,-253719,Maniti Racing $IVRA TCR,True,6,11,12,3,11,1.2889,16,6641.742,49,0,0,Running,0
1155,25,-65569,Team Heusinkveld #248,True,6,9,13,3,6,0.9827,10,6658.4209,47,0,0,Running,0
1158,25,-258978,Big One Club 225,True,7,12,14,3,12,1.3698,9,6477.792100000001,50,0,0,Running,0
1163,26,-288974,Visceral Esports IVRA Clubsport #97,True,1,2,1,1,1,0.1403,8,3111.2301,2,0,0,Running,0
1180,26,-169831,TREQ eSports,True,1,19,2,1,3,1.7671,7,2988.3968,19,0,0,Running,0
1178,26,-262254,Deutsche Payment Black Dog,True,1,17,3,1,4,1.3113,6,2938.7066,17,0,0,Running,0
1176,26,-127473,Hellracers Tershine,True,1,15,4,1,2,1.1921,6,2905.1632,15,0,0,Running,0
1170,26,-183950,Orion Race Team,True,1,9,5,1,4,0.7049,7,2912.0723,9,0,0,Running,0
1177,26,-291238,Leipert eSports #92,True,1,16,6,1,1,1.2757,6,2890.1223,16,0,0,Running,0
1166,26,-201852,Maniti Racing $IVRA Cup,True,1,5,7,1,3,0.4598,8,3130.5149,5,0,0,Running,0
1168,26,-271827,WS Racing eSports #23,True,1,7,8,1,3,0.5894,8,3035.5996,7,0,0,Running,0
1172,26,-135362,Orion Race Team IVRA,True,1,11,9,1,3,0.871,7,2815.2012,11,0,0,Running,0
1164,26,-239238,Impulse Racing #15,True,1,3,10,1,1,0.2717,5,2914.3455,3,0,0,Running,0
1174,26,-287083,ATRS eSports #914,True,1,13,11,1,5,0.8944,7,3076.0119,13,0,0,Running,0
1167,26,-269793,Sim City Racing II,True,1,6,12,1,0,0.5742,6,2915.5957,6,0,0,Running,0
1173,26,-286423,Kairos eSports,True,1,12,13,1,3,0.8835,7,3071.1476,12,0,0,Running,0
1162,26,-280905,Visceral Esports IVRA Clubsport #96,True,1,1,14,1,3,2 Laps,6,3111.8625,1,0,0,Running,0
1169,26,-80235,Alpinestars Geodesic Racing,True,1,8,15,1,5,0.6004,6,2927.5580999999997,8,0,0,Running,0
1175,26,-205823,RPC eSports,True,1,14,16,1,6,1.0103,7,3050.0132999999996,14,0,0,Running,0
1179,26,-275996,Olympus eSports Ariane,True,1,18,17,1,0,1.7148,7,3118.7509,18,0,0,Running,0
1165,26,-280685,ATRS eSports #13,True,1,4,18,1,1,0.2881,7,3062.6942999999997,4,0,0,Running,0
1171,26,-289695,Sabelt ESPORTS Pcup IVRA,True,1,10,19,1,4,0.734,5,3037.6663999999996,10,0,0,Running,0
1193,26,-80951,Torque Freak Racing TeamSpeak,True,2,13,1,2,4,0.6605,7,2080.7288,32,0,0,Running,0
1195,26,-124248,Archer Brothers,True,5,15,2,2,3,1.0268,8,2153.7839,34,0,0,Running,0
1194,26,-268704,Sim City Racing,True,2,14,3,2,1,0.9032,8,2190.7212999999997,33,0,0,Running,0
1181,26,-287037,Fiercely Forward,True,5,1,4,2,3,2 Laps,6,1925.1715,20,0,0,Running,0
1185,26,-139445,Hugh Jass - Gold,True,3,5,5,2,4,0.1228,7,2014.826,24,0,0,Running,0
1190,26,-200736,Alpinestars Geodesic Racing EU,True,2,10,6,2,7,0.5979,7,1938.98,29,0,0,Running,0
1192,26,-59992,GermanSimRacing #Green,True,4,12,7,2,1,0.6075,7,2046.8794,31,0,0,Running,0
1182,26,-92080,GermanSimRacing.de by ACV,True,4,2,8,2,2,0.0232,7,1937.0229,21,0,0,Running,0
1188,26,-31183,SRN Motorsports Black,True,2,8,9,2,0,0.525,7,2048.202,27,0,0,Running,0
1184,26,-262248,Deutsche Payment Interceptor,True,3,4,10,2,4,0.1137,7,1981.4174,23,0,0,Running,0
1183,26,-289663,Impulse Racing #157 $GT4,True,2,3,11,2,2,0.0468,8,2210.5344999999998,22,0,0,Running,0
1186,26,-54386,Team Heusinkveld #148,True,2,6,12,2,4,0.1867,6,1958.5659,25,0,0,Running,0
1196,26,-225287,Hugh Jass - Blue,True,2,16,13,2,3,1.3286,8,2251.4352,35,0,0,Running,0
1189,26,-256339,Ingersoll Rand GT4,True,2,9,14,2,3,0.5751,7,2073.7666,28,0,0,Running,0
1191,26,-178579,Eclipse Racing Team,True,2,11,15,2,6,0.6064,6,1966.5031000000001,30,0,0,Running,0
1187,26,-81577,Alpinestars Geodesic Racing Black,True,3,7,16,2,2,0.2413,6,2075.0024999999996,26,0,0,Running,0
1197,26,-149181,Sapphire Simsport Alpha,True,2,17,17,2,5,1.6003,5,1909.5026,36,0,0,Running,0
1198,26,-31182,SRN Motorsports Orange,True,3,18,18,2,0,2.2044,6,1979.8536,37,0,0,Running,0
1203,26,-215050,Tedline By Impulse $267,True,6,5,1,3,2,0.2576,7,870.4576,42,0,0,Running,0
1205,26,-253719,Maniti Racing $IVRA TCR,True,6,7,2,3,5,0.3247,8,997.5351,44,0,0,Running,0
1207,26,-140023,Full Send Racing #285,True,6,9,3,3,2,0.7644,7,997.4981,46,0,0,Running,0
1201,26,-65569,Team Heusinkveld #248,True,6,3,4,3,6,0.2404,8,1108.5173,40,0,0,Running,0
1199,26,-289690,Brabham Esports CS Hissing Sid,True,6,1,5,3,1,0 Laps,8,1107.4048,38,0,0,Running,0
1211,26,-258978,Big One Club 225,True,7,13,6,3,2,1.2503,8,1116.1836,50,0,0,Running,0
1202,26,-220772,Impulse Racing #233,True,6,4,7,3,0,0.2517,7,1001.0387,41,0,0,Running,0
1204,26,-288978,Ingersoll Rand TCR,True,6,6,8,3,7,0.2993,7,1001.0509000000001,43,0,0,Running,0
1200,26,-193774,Impulse Racing #222,True,6,2,9,3,3,0.1893,7,889.8133,39,0,0,Running,0
1210,26,-289688,Brabham Esports CS,True,6,12,10,3,6,1.2355,8,1126.2349,49,0,0,Running,0
1209,26,-284527,Fiercely Forward TCR,True,6,11,11,3,1,1.1918,8,1121.5944,48,0,0,Running,0
1206,26,-115095,Alpinestars Geodesic Racing Echelon,True,6,8,12,3,4,0.3282,8,1116.5224,45,0,0,Running,0
1208,26,-251935,Goryo Autosport,True,7,10,13,3,2,1.012,6,781.8665,47,0,0,Running,0
1212,26,-246175,Olympus eSports Proton,True,8,14,14,3,4,1.3662,7,913.1842,51,0,0,Running,0
1213,26,-180125,SIMRACINGPRO RACING TEAM TCR,True,6,15,15,3,0,2.1498,4,1205.1438,52,0,0,Running,0
1221,27,-127473,Hellracers Tershine,True,1,8,1,1,4,1.1504,4,550.1292,8,0,0,Running,0
1219,27,-262254,Deutsche Payment Black Dog,True,1,6,2,1,1,0.788,4,548.4078,6,0,0,Running,0
1215,27,-183950,Orion Race Team,True,1,2,3,1,1,0.5056,4,569.3359,2,0,0,Running,0
1226,27,-239238,Impulse Racing #15,True,1,13,4,1,2,2.1892,3,484.8254,13,0,0,Running,0
1216,27,-201852,Maniti Racing $IVRA Cup,True,1,3,5,1,3,0.5287,3,474.8077,3,0,0,Running,0
1258,27,-287083,ATRS eSports #914,True,1,19,6,1,1,2 Laps,2,653.1998,48,0,0,Running,0
1217,27,-288974,Visceral Esports IVRA Clubsport #97,True,1,4,7,1,1,0.6437,3,508.3814,4,0,0,Running,0
1218,27,-135362,Orion Race Team IVRA,True,1,5,8,1,2,0.7848,3,542.4743,5,0,0,Running,0
1223,27,-275996,Olympus eSports Ariane,True,1,10,9,1,2,1.7748,2,557.971,10,0,0,Running,0
1220,27,-286423,Kairos eSports,True,1,7,10,1,4,0.8227,3,555.0206000000001,7,0,0,Running,0
1214,27,-280905,Visceral Esports IVRA Clubsport #96,True,1,1,11,1,3,1 Laps,3,561.1077,1,0,0,Running,0
1222,27,-280685,ATRS eSports #13,True,1,9,12,1,1,1.6503,2,475.1663,9,0,0,Running,0
1227,27,-291238,Leipert eSports #92,True,1,14,13,1,2,2.4989,2,523.6044,14,0,0,Running,0
1252,27,-271827,WS Racing eSports #23,True,1,21,14,1,1,3 Laps,1,623.2172,53,0,0,Running,0
1225,27,-169831,TREQ eSports,True,1,12,15,1,0,2.1505,2,555.0259,12,0,0,Running,0
1224,27,-289695,Sabelt ESPORTS Pcup IVRA,True,1,11,16,1,4,1.9482,1,505.9664,11,0,0,Running,0
1255,27,-31183,SRN Motorsports Black,True,2,16,1,2,1,2 Laps,1,286.1892,51,0,0,Running,0
1235,27,-80951,Torque Freak Racing TeamSpeak,True,2,8,2,2,1,0.8245,3,480.6558,22,0,0,Running,0
1230,27,-92080,GermanSimRacing.de by ACV,True,4,3,3,2,2,0.3961,3,479.1678,17,0,0,Running,0
1238,27,-124248,Archer Brothers,True,5,11,4,2,4,2.2893,3,488.3268,25,0,0,Running,0
1234,27,-200736,Alpinestars Geodesic Racing EU,True,2,7,5,2,11,0.7825,3,481.0235,21,0,0,Running,0
1229,27,-289663,Impulse Racing #157 $GT4,True,2,2,6,2,3,0.3272,3,502.1372,16,0,0,Running,0
1232,27,-59992,GermanSimRacing #Green,True,4,5,7,2,3,0.6161,3,511.1119,19,0,0,Running,0
1231,27,-262248,Deutsche Payment Interceptor,True,3,4,8,2,0,0.5398,3,513.9946,18,0,0,Running,0
1236,27,-268704,Sim City Racing,True,2,9,9,2,4,0.9269,3,515.9649000000001,23,0,0,Running,0
1228,27,-287037,Fiercely Forward,True,5,1,10,2,3,0 Laps,3,552.4135,15,0,0,Running,0
1239,27,-149181,Sapphire Simsport Alpha,True,2,12,11,2,5,3.2446,2,490.9895,26,0,0,Running,0
1253,27,-178579,Eclipse Racing Team,True,2,17,12,2,2,1 Laps,2,599.1976999999999,52,0,0,Running,0
1233,27,-54386,Team Heusinkveld #148,True,2,6,13,2,3,0.6321,2,503.07309999999995,20,0,0,Running,0
1256,27,-139445,Hugh Jass - Gold,True,3,14,14,2,0,2 Laps,1,561.0829,44,0,0,Running,0
1237,27,-31182,SRN Motorsports Orange,True,3,10,15,2,0,2.2819,1,567.1175999999999,24,0,0,Running,0
1250,27,-225287,Hugh Jass - Blue,True,2,18,16,2,0,3 Laps,0,423.4515,54,0,0,Running,0
1247,27,-289690,Brabham Esports CS Hissing Sid,True,6,8,1,3,1,1.4294,3,500.03679999999997,34,0,0,Running,0
1249,27,-251935,Goryo Autosport,True,7,10,2,3,1,1.9287,2,392.5947,36,0,0,Running,0
1240,27,-193774,Impulse Racing #222,True,6,1,3,3,1,0 Laps,3,502.98179999999996,27,0,0,Running,0
1242,27,-289688,Brabham Esports CS,True,6,3,4,3,0,0.7223,3,515.0754,29,0,0,Running,0
1248,27,-258978,Big One Club 225,True,7,9,5,3,3,1.8071,3,525.701,35,0,0,Running,0
1243,27,-65569,Team Heusinkveld #248,True,6,4,6,3,1,0.8085,3,526.8182,30,0,0,Running,0
1246,27,-246175,Olympus eSports Proton,True,8,7,7,3,3,1.366,3,533.6465,33,0,0,Running,0
1245,27,-284527,Fiercely Forward TCR,True,6,6,8,3,1,1.2669,3,540.6375,32,0,0,Running,0
1241,27,-115095,Alpinestars Geodesic Racing Echelon,True,6,2,9,3,2,0.5399,3,550.6451,28,0,0,Running,0
1251,27,-215050,Tedline By Impulse $267,True,6,11,10,3,1,1 Laps,2,649.7348,40,0,0,Running,0
1244,27,-220772,Impulse Racing #233,True,6,5,11,3,3,1.1862,2,544.15,31,0,0,Running,0
1259,27,-253719,Maniti Racing $IVRA TCR,True,6,14,12,3,0,2 Laps,1,509.01640000000003,46,0,0,Running,0
1257,27,-140023,Full Send Racing #285,True,6,15,13,3,0,3 Laps,0,356.9434,47,0,0,Running,0
1254,27,-288978,Ingersoll Rand TCR,True,6,13,14,3,0,3 Laps,0,425.439,45,0,0,Running,0
1263,28,-280905,Visceral Esports IVRA Clubsport #96,True,1,4,1,1,48,30.3842,143,16569.3272,4,1,1,Running,0
1262,28,-288974,Visceral Esports IVRA Clubsport #97,True,1,3,2,1,45,25.141,143,16564.598299999998,3,2,2,Running,0
1260,28,-239238,Impulse Racing #15,True,1,1,3,1,28,0 Laps,143,16543.5759,1,3,3,Running,0
1294,28,-280685,ATRS eSports #13,True,1,18,4,1,46,10 Laps,133,16563.3867,35,4,4,Running,0
1261,28,-201852,Maniti Racing $IVRA Cup,True,1,2,5,1,42,9.498,143,16549.1053,2,5,5,Running,0
1272,28,-269793,Sim City Racing II,True,1,13,6,1,46,1 Laps,142,16567.4367,13,6,6,Running,0
1273,28,-271827,WS Racing eSports #23,True,1,14,7,1,39,1 Laps,142,16569.504100000002,14,7,7,Running,0
1267,28,-80235,Alpinestars Geodesic Racing,True,1,8,8,1,48,75.8377,143,16616.449099999998,8,8,8,Running,0
1265,28,-183950,Orion Race Team,True,1,6,9,1,42,63.8396,143,16603.6924,6,9,9,Running,0
1264,28,-289695,Sabelt ESPORTS Pcup IVRA,True,1,5,10,1,49,50.8704,143,16592.057399999998,5,10,10,Running,0
1269,28,-135362,Orion Race Team IVRA,True,1,10,11,1,44,106.753,143,16653.3507,10,11,11,Running,0
1276,28,-286423,Kairos eSports,True,1,17,12,1,54,3 Laps,140,16554.9645,17,12,12,Running,0
1270,28,-287083,ATRS eSports #914,True,1,11,13,1,41,1 Laps,142,16559.4344,11,13,13,Running,0
1268,28,-205823,RPC eSports,True,1,9,14,1,56,99.521,143,16641.7412,9,14,14,Running,0
1266,28,-127473,Hellracers Tershine,True,1,7,15,1,56,72.8652,143,16612.5042,7,15,15,Running,0
1271,28,-291238,Leipert eSports #92,True,1,12,16,1,49,1 Laps,142,16560.677900000002,12,16,16,Running,0
1274,28,-262254,Deutsche Payment Black Dog,True,1,15,17,1,40,1 Laps,142,16603.8142,15,17,17,Running,0
1275,28,-275996,Olympus eSports Ariane,True,1,16,18,1,53,1 Laps,142,16632.070799999998,16,18,18,Running,0
1307,28,-169831,TREQ eSports,True,1,19,19,1,22,92 Laps,51,8511.322600000001,48,19,19,Disconnected,0
1283,28,-287037,Fiercely Forward,True,5,7,1,2,29,1 Laps,136,16562.8812,24,22,1,Running,0
1279,28,-92080,GermanSimRacing.de by ACV,True,4,3,2,2,44,23.8928,137,16632.2372,20,23,2,Running,0
1278,28,-289663,Impulse Racing #157 $GT4,True,2,2,3,2,54,21.4119,137,16630.0812,19,24,3,Running,0
1288,28,-262248,Deutsche Payment Interceptor,True,3,12,4,2,30,1 Laps,136,16598.492599999998,29,25,4,Running,0
1280,28,-139445,Hugh Jass - Gold,True,3,4,5,2,28,32.3956,137,16641.4389,21,26,5,Running,0
1282,28,-54386,Team Heusinkveld #148,True,2,6,6,2,42,1 Laps,136,16548.8206,23,27,6,Running,0
1277,28,-81577,Alpinestars Geodesic Racing Black,True,3,1,7,2,30,0 Laps,137,16608.4496,18,28,7,Running,0
1281,28,-31183,SRN Motorsports Black,True,2,5,8,2,33,49.4699,137,16659.899,22,29,8,Running,0
1305,28,-256339,Ingersoll Rand GT4,True,2,17,9,2,35,7 Laps,130,16648.1276,46,30,9,Running,0
1284,28,-200736,Alpinestars Geodesic Racing EU,True,2,8,10,2,32,1 Laps,136,16555.6114,25,31,10,Running,0
1290,28,-178579,Eclipse Racing Team,True,2,14,11,2,28,1 Laps,136,16619.7119,31,32,11,Running,0
1289,28,-59992,GermanSimRacing #Green,True,4,13,12,2,57,1 Laps,136,16604.1522,30,33,12,Running,0
1286,28,-80951,Torque Freak Racing TeamSpeak,True,2,10,13,2,63,1 Laps,136,16563.4217,27,34,13,Running,0
1285,28,-268704,Sim City Racing,True,2,9,14,2,42,1 Laps,136,16560.3149,26,35,14,Running,0
1287,28,-124248,Archer Brothers,True,5,11,15,2,53,1 Laps,136,16573.355199999998,28,36,15,Running,0
1291,28,-225287,Hugh Jass - Blue,True,2,15,16,2,49,2 Laps,135,16640.7902,32,37,16,Running,0
1292,28,-149181,Sapphire Simsport Alpha,True,2,16,17,2,48,2 Laps,135,16645.6014,33,38,17,Running,0
1308,28,-31182,SRN Motorsports Orange,True,3,18,18,2,12,98 Laps,39,6646.8843,49,39,18,Running,0
1295,28,-289690,Brabham Esports CS Hissing Sid,True,6,2,1,3,42,17.546,133,16567.677,36,41,1,Running,0
1299,28,-193774,Impulse Racing #222,True,6,6,2,3,37,55.3531,133,16605.2371,40,42,2,Running,0
1293,28,-65569,Team Heusinkveld #248,True,6,1,3,3,45,0 Laps,133,16550.111900000004,34,43,3,Running,0
1296,28,-220772,Impulse Racing #233,True,6,3,4,3,47,25.1974,133,16577.0125,37,44,4,Running,0
1300,28,-215050,Tedline By Impulse $267,True,6,7,5,3,34,109.202,133,16660.5007,41,45,5,Running,0
1298,28,-253719,Maniti Racing $IVRA TCR,True,6,5,6,3,54,48.7791,133,16599.584700000003,39,47,7,Running,0
1297,28,-115095,Alpinestars Geodesic Racing Echelon,True,6,4,7,3,49,42.3844,133,16593.1634,38,48,8,Running,0
1302,28,-140023,Full Send Racing #285,True,6,9,8,3,41,1 Laps,132,16625.3151,43,49,9,Running,0
1306,28,-284527,Fiercely Forward TCR,True,6,12,9,3,55,12 Laps,121,17200.6525,47,51,11,Running,0
1301,28,-289688,Brabham Esports CS,True,6,8,10,3,45,1 Laps,132,16580.254,42,52,12,Running,0
1311,28,-258978,Big One Club 225,True,7,15,11,3,8,127 Laps,6,986.5123,52,53,13,Disconnected,0
1303,28,-246175,Olympus eSports Proton,True,8,10,12,3,60,2 Laps,131,16641.853,44,54,14,Running,0
1310,28,-288978,Ingersoll Rand TCR,True,6,14,13,3,9,127 Laps,6,984.2498,51,46,6,Disconnected,0
1304,28,-251935,Goryo Autosport,True,7,11,14,3,52,3 Laps,130,16566.5874,45,50,10,Running,0
1309,28,-180125,SIMRACINGPRO RACING TEAM TCR,True,6,13,15,3,13,95 Laps,38,5353.536599999999,50,55,15,Disconnected,0
1314,29,365097,Bob Woodhouse,False,17,3,1,7,11,0.2173,25,3609.1359,3,0,0,Running,0
1323,29,137235,Antony Woodward,False,17,12,2,7,17,1.1441,20,3198.3118,12,0,0,Running,0
1326,29,439883,J.B. DeJeu,False,17,15,3,7,26,2.6337,23,3515.6609,15,0,0,Running,0
1312,29,112839,Tony Kloosterman,False,17,1,4,7,10,5 Laps,20,3331.0157,1,0,0,Running,0
1315,29,286368,Kenzy Nieuwhof,False,17,4,5,7,14,0.3014,13,2937.5049,4,0,0,Running,0
1324,29,37169,Robert Venn,False,17,13,6,7,6,1.8266,21,3343.0458,13,0,0,Running,0
1313,29,16612,Simon Trendell,False,18,2,7,7,11,0.1591,21,2570.3206,2,0,0,Running,0
1328,29,431037,Ivan Baumans,False,17,17,8,7,26,3.809,13,2884.9397,17,0,0,Running,0
1322,29,16561,Jamie Wilson,False,18,11,9,7,4,1.0824,10,2034.6578,11,0,0,Running,0
1319,29,85905,Steven Phillips2,False,17,8,10,7,22,0.859,19,3541.9967,8,0,0,Running,0
1318,29,188182,Vincent Skilbeck,False,18,7,11,7,10,0.8302,15,2955.5077,7,0,0,Running,0
1325,29,285703,Andrew Z Wood,False,18,14,12,7,8,2.2979,21,3239.9708,14,0,0,Running,0
1317,29,41691,Greg Carr,False,17,6,13,7,7,0.6816,12,3333.9588,6,0,0,Running,0
1316,29,341223,Adam C Wright,False,17,5,14,7,18,0.6716,11,3309.104,5,0,0,Running,0
1321,29,413828,Justas Staciokas,False,18,10,15,7,8,0.9825,10,3048.3537,10,0,0,Running,0
1320,29,141445,Nikolay Bogatyrev,False,17,9,16,7,8,0.8951,10,3481.9339,9,0,0,Running,0
1327,29,371028,Alex Sevillano Lledó,False,17,16,17,7,10,3.1208,7,3679.0495,16,0,0,Running,0
1330,30,112839,Tony Kloosterman,False,17,2,1,7,1,0.1065,7,958.8413,2,0,0,Running,0
1332,30,365097,Bob Woodhouse,False,17,4,2,7,1,0.4651,7,887.3765000000001,4,0,0,Running,0
1331,30,286368,Kenzy Nieuwhof,False,17,3,3,7,4,0.2272,6,893.199,3,0,0,Running,0
1334,30,341223,Adam C Wright,False,17,6,4,7,9,0.6211,5,842.9523,6,0,0,Running,0
